CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;UTM;GEOGRAFICAS
95886;Fullcarga;PRODUCTOS A4;SAN LUIS  1394;INDEPENDENCIA;;345828:6301307;-33.4168012179487:-70.6586883974359
95893;Fullcarga;ALMACEN DONDE MATIAS;CORONEL ALEJANDRO SEPULVEDA  7189;PEÑALOLEN;;355038:6294775;-33.4769881711113:-70.5607240057429
95894;Fullcarga;ALMACEN KRISHNNA;AV PARQUE DOS  1312;PEÑALOLEN;;355248:6295646;-33.4691575365511:-70.5583229919567
95898;Fullcarga;MARISOL PEZOA ARANGUIZ (C);IRARRAZAVAL 3054 LOC 102-B;ÑUÑOA;;351418:6297208;-33.45454936:-70.59927062
95899;Fullcarga;ROXANA LORENA BASILIO HILARIO (C);ARTURO PRAT  1215;SANTIAGO;;346963:6296388;-33.46131597:-70.64732233
95904;Fullcarga;SUSANA SILVA PALMA (C);MAPOCHO  5410;QUINTA NORMAL;;341118:6299990;-33.42770095477073:-70.70899012858382
95905;Fullcarga;DIEGO NET@ (C);ALAMEDA (LOCAL 3 METRO ECUADOR) 4430;ESTACION CENTRAL;;342409:6296973;-33.455378791017:-70.696206262892
95910;Fullcarga;KATIA POLO MORILLOS (C);PEDRO FONTOVA 4071;CONCHALI;;344616:6304308;-33.389288:-70.670638
95911;Fullcarga;JOANANNA Y JOSE (C);1 DE MAYO  4745;PEDRO AGUIRRE CERDA;;343980:6293365;-33.48814017:-70.6799392
95914;Fullcarga;MONICA CESPEDES OTAROLA (C);PASAJE VAHIU 1484;PEÑALOLEN;;357423:6295217;-33.47332007:-70.53499683
95918;Fullcarga; MARCOS BAEZ SEPULVEDA (C);TTE PONCE  1525;CONCHALI;;344846:6304028;-33.39212944:-70.66877172
95919;Fullcarga;LUIS ROJAS JAQUE (C);GALVARINO  917;MAIPU;;335720:6291418;-33.504455:-70.7691666666667
95920;Fullcarga;LUIS ROJAS JAQUE (C);CUATRO PONIENTE  2056;MAIPU;;333731:6290683;-33.5107730555555:-70.7907050555555
95930;Fullcarga;SEBASTIAN;PUERTO MONTT  01613;SAN BERNARDO;;341588:6284046;-33.5718020094332:-70.7073267046161
95937;Fullcarga;CARLOS ALBERTO CAMPOS BRAVO;FABRICIANO GONZALEZ  5458;MACUL;;351818:6291872;-33.502720:-70.595848
95938;Fullcarga;Gladys Llerme Mori  Amacifuem;SAN PABLO  4875;QUINTA NORMAL;;341832:6298658;-33.4401043732212:-70.7021110893658
95940;Fullcarga;IQUIQUE;PSJE IQUIQUE 1286;PUDAHUEL;;336903:6299343;-33.4331918610256:-70.754994768757
95941;Fullcarga;INES LEIVA SILVA;DORSAL FRENTE AL 6198;LO PRADO;;340011:6297324;-33.45186193:-70.721931
95942;Fullcarga;LOS LOPEZ;SANTA MARTA  236;LO PRADO;;340666:6297425;-33.45105205:-70.71486802
95947;Fullcarga;ANAKAREN;SAN FRANCISCO  9037;PUDAHUEL;;336356:6299178;-33.4345906501113:-70.7609064795761
95950;Fullcarga;JUAN;PSJE ALGARROBO  1051;RENCA;;340393:6302141;-33.40849125:-70.7169767583333
95954;Fullcarga;EBEN EZER ;AV CLOTARIO BLEST  4993;PEDRO AGUIRRE CERDA;;344366:6292815;-33.4931580100689:-70.6758802014389
95956;Fullcarga;PATRICIO ANTONIO RETAMAL JARA;CARD. RAUL SILVA HENRIQUEZ 10297 LOCAL 344;LA GRANJA;;349846:6286511;-33.55077548:-70.61796805
95957;Fullcarga;EL MEZON;CHACON ZAMORA  7030;LA FLORIDA;;353395:6290239;-33.5176587313772:-70.5791437614142
95962;Fullcarga;LA MAMY;LAGO ROSSELOT  1336;PEÑALOLEN;;356553:6295564;-33.47007461:-70.54429507
95966;Fullcarga;FULL MARKET;LOS PIRINEOS 1099 DPTO 13;SAN BERNARDO;;344273:6281409;-33.59597219042:-70.6788650043038
95970;Fullcarga;JUANA CALCUMIL REYES;ENRIQUE MATTE  1780;PEDRO AGUIRRE CERDA;;345749:6293862;-33.4839164594792:-70.6608202835417
95972;Fullcarga;JAIMITO;FERNANDO LAZCANO  1894;PEDRO AGUIRRE CERDA;;345763:6294077;-33.48198304:-70.66062599
95973;Fullcarga;MIREYA DEL CARMEN NAVARRETE SEPULVEDA;MAÑIO  6473;LA GRANJA;;349837:6290072;-33.51866623:-70.61746606
95980;Fullcarga;EL SABADO;ANDACOLLO 430;LA REINA;;357223:6297142;-33.4559370274629:-70.5368377525653
95983;Fullcarga;ABASTO LARRAIN;LARRAIN 6745;LA REINA;;355026:6297460;-33.45248458227149:-70.55984762282799
95985;Fullcarga;LA CHASCONA (C);PASAJE EL PONCHO 2706;LA FLORIDA;;354659:6288605;-33.5325599:-70.56579833
95989;Fullcarga;el tomecino;DIAGONAL SANTA IRENE  3060;LA FLORIDA;;354571:6290090;-33.51916291129061:-70.56650696298729
96002;Fullcarga;JUAN CARLOS MILLAN SEPULVEDA;DIEGO SILVA 1491;CONCHALI;;344724:6304946;-33.3838405039634:-70.6699299158414
96015;Fullcarga;YAYU;ISLA QUENAC  267;PUDAHUEL;;336244:6296376;-33.459843:-70.762627
96025;Fullcarga;KELLY;GENERAL JUAN MACKENNA  692;PUENTE ALTO;;352521:6280330;-33.6068797940112:-70.5901845694734
96037;Fullcarga;5 ESTRELLAS;DEPARTAMENTAL  4924;PEÑALOLEN;;353012:6291064;-33.5101684310237:-70.58312834094
96039;Fullcarga;ALANYS Y RANDY;AV MATTA  1482;SANTIAGO;;346242:6296467;-33.4604995:-70.65506987
96093;Fullcarga;TIENDA UPA!-SHELL  (F.592);EYZAGUIRRE 1278;SAN BERNARDO;;357154:6280102;-33.60956509020484:-70.54030559970626
96103;Fullcarga;CARMEN ANDREA JEREZ MATURANA (C);JORGE CUNNING S/N;SAN JOAQUIN;;347638:6293651;-33.4860885587523:-70.6405276872281
96166;Fullcarga;BUENA SEMILLA;MANUEL ANTONIO MATTA  819;QUILICURA;;339733:6306802;-33.3663741823937:-70.7232343915028
96169;Fullcarga;CAMY;PJE SAN NICOLAS  1576;MAIPU;;336638:6286684;-33.5472756395186:-70.760154431494
96179;Fullcarga;COMIDA AL PASO FACUNDOS;AV 5 DE ABRIL  4705;ESTACION CENTRAL;;340224:6295072;-33.4721954704229:-70.7200510583174
96185;Fullcarga;ANMAROAN;SANTA ROSA  8693;SAN RAMON;;348292:6287724;-33.5396183188376:-70.6344911035083
96209;Fullcarga;EL ORIENTE;MARTIN DE SOLIS  15778;SAN BERNARDO;;343280:6280776;-33.60125104765467:-70.6891041517015
96225;Fullcarga;COMERCIAL ENTRETENIMIENTOS SMR SPA;PEDRO FONTOVA  4624;CONCHALI;;344560:6304786;-33.3852534113119:-70.6717149780825
96226;Fullcarga;COMERCIAL ENTRETENIMIENTOS SMR SPA;EL DESCANSO 1165 LOCAL 2;MAIPU;;336949:6295243;-33.46987305247632:-70.75468253335998
96322;Fullcarga;TIENDA UPA!-SHELL  (F.187);ALBERTO LLONA 625;MAIPU;;337013:6289713;-33.5200234575053:-70.7555581961273
96329;Fullcarga;FLOR DE MARIA;GABRIELA MISTRAL  807;LO PRADO;;338653:6298179;-33.4439535320286:-70.7363912725916
96331;Fullcarga;FLORITA;AV MACUL  3260;MACUL;;351425:6293869;-33.484367579315766:-70.59917792672945
96339;Fullcarga;MANUEL MUÑOZ FAMBUENA;BERNARDO OHIGGINS 240 LOCAL 5;SANTIAGO;;347653:6298806;-33.439327895421954:-70.63891998040276
96420;Fullcarga;BOTILLERIA EL BURRITO;ARTURO PRAT 4519;RENCA;;338747:6302662;-33.403544284926:-70.7345702989772
96434;Fullcarga;MARIA BENAVENTE;SAN PABLO 6292 LOCAL 3;LO PRADO;;339776:6298154;-33.4443427402471:-70.7243108216294
96439;Fullcarga;EL GALLO;LOS SAUCES 5675;QUINTA NORMAL;;341188:6301616;-33.41334409:-70.70852112
96442;Fullcarga;LA LIMEÑITA;ARTURO PRAT 1633;SANTIAGO;;347011:6295702;-33.4675095:-70.646927
96465;Fullcarga;SOC. COMERCIAL BELMAR Y ROJAS LTDA;LOS OLMOS  2712;MACUL;;351007:6294463;-33.4792476303853:-70.6041394832948
96467;Fullcarga;EL CASTILLO;LO MARTINEZ  677;EL BOSQUE;;345038:6284082;-33.5719903427839:-70.6701605123979
96470;Fullcarga;MARIO ENRIQUE DAVILA VEGA;GETSEMANI  299;LO BARNECHEA;;359575:6307197;-33.365301053758934:-70.5094028104886
96505;Fullcarga;BELEN;CARLOS CASTELLON  1073;LA FLORIDA;;351064:6287553;-33.54155528:-70.60468381
96559;Fullcarga;CAAN GOOL CRIS;SANTA LORENA  1958;LA PINTANA;;349863:6298945;-33.4386700269999:-70.6157064239999
96605;Fullcarga;SHALOM;VICUNA MACKENNA  901;SANTIAGO;;348307:6297860;-33.448232308:-70.632621579
96613;Fullcarga;PATITO;AV ROLANDO FRODEN  1792;LA FLORIDA;;352916:6290024;-33.5195317340146:-70.5843339123471
96616;Fullcarga;LOS HERMANOS;LOS CARGADORES  06081;PUENTE ALTO;;355776:6285411;-33.56122319366451:-70.55372833239281
96658;Fullcarga;EL EMPORIO VERDE LIMITADA;JOSE JOAQUIN AGUIRRE LUCO 636 636;HUECHURABA;;347576:6305622;-33.378153042228625:-70.63915984039858
96659;Fullcarga;ANGIE;DIAGONAL JOSE MARIA CARO 2798;RECOLETA;;346998:6303041;-33.4013421169999:-70.645812452
96668;Fullcarga;DN FRANCIS;TARAPACA 726;SANTIAGO;;347090:6298029;-33.4465405779838:-70.6456823089571
96669;Fullcarga;DON AARON;TOME  0294;LA GRANJA;;348895:6288531;-33.5324308232004:-70.6278690947482
96677;Fullcarga;EL GLOTON;MAPOCHO 6101 A;CERRO NAVIA;;340212:6300261;-33.4254086666667:-70.7192508
96684;Fullcarga;YERKO;PALMAS E COCALAN 3 3;SAN BERNARDO;;342193:6278208;-33.62452796:-70.70184164
96699;Fullcarga;RODRIGO;LOS SATELITES 7532;CERRILLOS;;339173:6291853;-33.500772:-70.731358
96700;Fullcarga;CAMILA;CATEDRAL 2907;SANTIAGO;;344272:6298731;-33.43980263:-70.67585854
96701;Fullcarga;SAJOWALDANA;ZAPADORES 1152;RECOLETA;;346242:6304580;-33.38735244:-70.65367916
96760;Fullcarga;JUMBITO;TARMA TAMBO 2890;INDEPENDENCIA;;344287:6302944;-33.4018195590362:-70.674970957958
96844;Fullcarga;DONDE LA ANY;PASAJE DOCE 0955;PUENTE ALTO;;355013:6280538;-33.6053405652853:-70.56330159709286
96845;Fullcarga;CIBERNAUTA.NET;DOCTOR MARCELO FITTE 4540;QUINTA NORMAL;;342272:6301179;-33.41744203:-70.6969399
96846;Fullcarga;LOS NEGRITOS;POZO AL MONTE 9076;LAS CONDES;;357264:6301426;-33.4173173983938:-70.5357133009326
96870;Fullcarga;EL MORRA;CENTRAL  116;MAIPU;;330424:6290418;-33.51264154089713:-70.82635198514276
96877;Fullcarga;ROCKY;CUATRO PONIENTE  2165;MAIPU;;333762:6290875;-33.5090519019613:-70.7903412876343
96878;Fullcarga;LA ESQUINA;TOMAS ALBA EDISON  7446;CERRO NAVIA;;338246:6299290;-33.43387324:-70.74056458
96879;Fullcarga;MINIMARKET PEPE;JOSE JOAQUIN PEREZ  7425A;CERRO NAVIA;;338311:6299757;-33.42967403:-70.73978227
96954;Fullcarga;POLLA Y LOTERIA;ALAMEDA (PASEO LAS DELICIAS) 1101 LOCAL 8-A;SANTIAGO;;346536:6298257;-33.44440126181773:-70.6515974575844
96956;Fullcarga;EVELYN;LAS NACIONES  1953;MAIPU;;334274:6290427;-33.5131646611516:-70.7849087241558
96957;Fullcarga;SHAGUITO;LIBERTADOR DE CHILE 2401;MAIPU;;333571:6291508;-33.5033106807271:-70.7922805611852
96959;Fullcarga;BRASIL;LA GALAXIA 841 DEPTO 13;MAIPU;;333425:6289461;-33.5217457451794:-70.7942313543916
96974;Fullcarga;DONDE EL BENJA;EL CONCRETERO 01710;PUENTE ALTO;;349951:6277487;-33.632154527962754:-70.6183584339247
96975;Fullcarga;LA NENITA;QUELLON VILLA CHILOE 4317;PUENTE ALTO;;348978:6277865;-33.6286042540971:-70.6287750515853
96976;Fullcarga; SUPERIOR;SAGRADA FAMILIA 01726;PUENTE ALTO;;350131:6277513;-33.6319415555556:-70.6164159444444
96977;Fullcarga;JUAN Y XIMENA;FRESIA 2705;RENCA;;342289:6304549;-33.3870619129504:-70.6961641786705
96987;Fullcarga;BAMBI;PASAJE COLOSO 1298;RENCA;;339063:6302212;-33.4076486072659:-70.7312546455655
96993;Fullcarga;LA JOVY;DESIERTO DE ATACAMA 2827;PUENTE ALTO;;352510:6282702;-33.585488891496:-70.5899136519204
97016;Fullcarga;LA ESQUINA;JUANITA ORIENTE 0646;PUENTE ALTO;;350479:6278234;-33.625496:-70.612549
97018;Fullcarga;ZONA TABACOS;RECOLETA 5252;HUECHURABA;;347614:6305539;-33.378910:-70.638779
97021;Fullcarga;FAMILIA DE ISAI;LOS NOGALES 468, PABLO NERUDA 468;HUECHURABA;;348433:6306918;-33.3665849425287:-70.6297366091954
97040;Fullcarga;BAZAR DEYKA LTDA.;JUAN DE DIOS MALEBRAN 3093;PUENTE ALTO;;352329:6282961;-33.58312680724285:-70.59181508277803
97092;Fullcarga;BOTILLERIA LIBERTAD;SALTO 1801 1801;RECOLETA;;347873:6302015;-33.4107141664366:-70.6365863533374
97097;Fullcarga;DON KIKO;CESTEROS 7064;PEÑALOLEN;;355011:6294968;-33.47523697103:-70.5609860124495
97103;Fullcarga;GENNESIS;RIO COPIAPO 9557;PUDAHUEL;;335302:6299758;-33.4292063888889:-70.7721425666667
97110;Fullcarga;ALMACEN EL AÑE;BALMACEDA 1051;SAN BERNARDO;;344254:6281632;-33.5939655804629:-70.6790369160933
97133;Fullcarga;TRES HERMANOS;PASAJE DOS  0289;LA PINTANA;;349083:6285027;-33.564050860625215:-70.62643891446275
97136;Fullcarga;NALDO;AV LAGO DE LUGANO 18820;MAIPU;;334143:6284883;-33.56312807:-70.78735023
97137;Fullcarga;EL DIAMANTE;LOS DIAMANTES  LOC 3 0467;MAIPU;;335980:6288760;-33.5284563992958:-70.7668570767119
97173;Fullcarga;LOS NONOS;ZAPADORES  1235;CONCHALI;;345716:6304665;-33.3865133908046:-70.6593171264368
97198;Fullcarga;EL VECINO;SAN JUAN DE LA CRUZ 1468;LA PINTANA;;346686:6285853;-33.5562578405923:-70.6521114159275
97200;Fullcarga;VALESKA (C);MAPOCHO  7247;CERRO NAVIA;;338720:6300500;-33.4230383333333:-70.7352475806452
97236;Fullcarga;NATALY;ENRIQUE SORO FRENTE AL 1010;INDEPENDENCIA;;344547:6301061;-33.4188345652822:-70.6725063868562
97242;Fullcarga;LA CASA DEL VIAJE;PASEO PUENTE  LOC 7 516;SANTIAGO;;346542:6299050;-33.43725308536:-70.6513986585696
97253;Fullcarga;FLORES HERMANOS;FARIÑA  414;RECOLETA;;346628:6300182;-33.427065186076:-70.6502750679161
97400;Fullcarga;POLLA Y LOTERIA;ARTURO PRAT  10;SANTIAGO;;346667:6298269;-33.44431917:-70.65018469
97402;Fullcarga;ELECTRONICA ALEX;JOSE JOAQUIN PEREZ  LOC C 7327;CERRO NAVIA;;338476:6299773;-33.4295546017324:-70.7380079174467
97403;Fullcarga;POLLA Y LOTERIA;21 DE MAYO  570;SANTIAGO;;346668:6299147;-33.4363988109831:-70.6500250807299
97406;Fullcarga;SANTA OLGA;EX AV MAIPU  6570;LO ESPEJO;;343500:6291217;-33.50743292834772:-70.68547325759202
97427;Fullcarga;ERICKO;CARACAS  2610;PEÑALOLEN;;354508:6294326;-33.4809591319444:-70.5664934027778
97443;Fullcarga;SERVICELL;ALAMEDA 3410 LOCAL B4;ESTACION CENTRAL;;343790:6297380;-33.451916:-70.681290
97480;Fullcarga;TIO RODY;RONDIZZONI  2690;SANTIAGO;;344851:6295312;-33.4707195961452:-70.67023112724286
97481;Fullcarga;SAN ALBERTO;CARMEN MENA  224;SAN JOAQUIN;;349351:6291091;-33.5094160445521:-70.6225288256503
97499;Fullcarga;MEME;PASAJE BATALLA DE RANCAGUA  470;MAIPU;;335739:6293383;-33.486741251342:-70.7685985836055
97501;Fullcarga;SIN ENVIDIA;9 DE ENERO 03301;LO ESPEJO;;342250:6289024;-33.526741:-70.698753
97502;Fullcarga;DON PROMO;QUELLON  1481;MAIPU;;336535:6286497;-33.54894461981895:-70.76129518365042
97504;Fullcarga;CONCESIONRIA CASINO;LO ESPEJO  3200;CERRILLOS;;340778:6288883;-33.5280795551336:-70.7151915760932
97506;Fullcarga;HASSMARKET;MEXICO  10639;LA FLORIDA;;354247:6286258;-33.5536703:-70.5706243
97560;Fullcarga;TIA PATY;RELOJ DEL SOL 3705 DEPTO 13 3705;PUENTE ALTO;;349531:6277511;-33.6318766725662:-70.6228762963484
97562;Fullcarga;BAYRON;EL MENSAJERO 10855;LA PINTANA;;349577:6285359;-33.5611238888889:-70.6210580555556
97563;Fullcarga;DE TODO UN POCO;EL ABEDUL 8693;PUDAHUEL;;336595:6296674;-33.4572053703704:-70.7587914814815
97571;Fullcarga;KIOSCO ANITA;PERICLES AL LADO DE  1522;ÑUÑOA;;349867:6296306;-33.46246989:-70.61610011
97572;Fullcarga;MUSTAFA;JUAN FRANCISCO GONZALEZ 705;QUILICURA;;337544:6306384;-33.3698116666666:-70.7468316666667
97593;Fullcarga;JEHOVAH YIREH;NEMESIS 6999;RENCA;;338025:6302056;-33.4089013076536:-70.7424374355
97637;Fullcarga;CHUNDO;GABRIELA MISTRAL  9284;LO ESPEJO;;342066:6288737;-33.5295843333333:-70.7013456666667
97638;Fullcarga;IRMA;LOS ESCRITORES  956;MAIPU;;335661:6289849;-33.51859671:-70.77009175
97639;Fullcarga;EDUARDO;PASAJE LAGUNA BLANCA 0822;MAIPU;;333747:6287889;-33.53596966393:-70.7910587962288
97641;Fullcarga;DOUGLAS;PANGAL 2014;MAIPU;;334101:6290571;-33.5118389764276:-70.786747038452
97654;Fullcarga;DON RAUL;QUILHUIRI 2476;MACUL;;352217:6294641;-33.47780354:-70.59109649
97660;Fullcarga;GETSEMANI;EJERCITO FRENTE AL  303;SANTIAGO;;345688:6297525;-33.4508863076677:-70.6608434216518
97663;Fullcarga;KEVIN;RINCONADA DE NOS  396;SAN BERNARDO;;342800:6278249;-33.62425058:-70.69528979
97667;Fullcarga;NIC-SJR;PASJE ARIEL ARANCIBIA 231;MAIPU;;333605:6289017;-33.5257720982555:-70.792372116642
97668;Fullcarga;LAS CHINAS;EL LIBANO 4816;MACUL;;352188:6292718;-33.49514123:-70.59172659
97670;Fullcarga;DOÑA FLOR;EL LIBANO 3109-A;MACUL;;352395:6294000;-33.4836122454076:-70.5892811182028
97673;Fullcarga;SANTA GEMITA;LOS TULIPANES 2391;RENCA;;341971:6303978;-33.3921604340047:-70.69968953111041
97676;Fullcarga;GENESIS;JAVIERA SALAS 4296;ESTACION CENTRAL;;342714:6296371;-33.460851947566496:-70.69303460131412
97679;Fullcarga;MI LOPEZ;TACNA 3581-A;ESTACION CENTRAL;;343604:6296812;-33.45700424:-70.68337911
97681;Fullcarga;LA PAZ DE SAN MARTIN;DIVINO MAESTRO 7639;CERRILLOS;;339423:6291669;-33.5027566666667:-70.729275
97684;Fullcarga;ESTABLECIMIENTOS MAURY;LO ERRAZURIZ 320 LOCAL 2;CERRILLOS;;340826:6291999;-33.4999866968565:-70.7141194805478
97685;Fullcarga;DONDE CARLITOS;ANDROMEDA 7749;CERRILLOS;;339265:6291549;-33.50381743:-70.73099416
97690;Fullcarga;MINIMARKET BLANCA;NUEVA DE MATTE 1587;INDEPENDENCIA;;345406:6302144;-33.40919577521927:-70.66308472723482
97821;Fullcarga;ALMACEN SONIA;COLON 1407;INDEPENDENCIA;;345972:6300718;-33.4221368755316:-70.6572426430118
97825;Fullcarga;ALMACEN PATRICIA;PASAJE PRINCIPAL 921;INDEPENDENCIA;;344766:6300758;-33.421599980851:-70.6701974300039
97828;Fullcarga;CENTRO DE INTERNET;INDEPENDENCIA 1551;INDEPENDENCIA;;345846:6301736;-33.4129380094587:-70.6584240060352
97831;Fullcarga;ALMACEN - BAZAR;AGATA 3552;RENCA;;342652:6302710;-33.40369721:-70.69259027
97836;Fullcarga;PLAZUELA EL NOGAL;PLAZUELA EL NOGAL 6;ESTACION CENTRAL;;342851:6298063;-33.44561909:-70.69125638
97845;Fullcarga;PATRICIA VILLAROEL GONZALEZ;HECTOR ORREGO 7353;CERRILLOS;;339561:6292197;-33.4980214364071:-70.7276945560653
97847;Fullcarga;ALMACEN BOTILLERIA;LAS ROSAS 4940;CERRILLOS;;341803:6293722;-33.4846024027778:-70.7032955532407
97848;Fullcarga;DON JUAN ;DIVINA COMEDIA 1473;CERRILLOS;;339811:6292609;-33.4943396089389:-70.7249239790098
97861;Fullcarga;DIONE;AGUSTINAS  3102;SANTIAGO;;344107:6298268;-33.4439575757576:-70.6777177272727
97863;Fullcarga;MANUEL;MAIPU  0473;MAIPU;;337337:6291154;-33.50708833:-70.75181592
97889;Fullcarga;PAOLA;RIO AMAZONAS 3654;CONCHALI;;345699:6304165;-33.3910200491289:-70.659589819297
97939;Fullcarga;EL 21 DE QUERI;CORONA SUECA 8536;PUDAHUEL;;337545:6297759;-33.44757246588857:-70.74837475409038
97942;Fullcarga;DON REINA;RODRIGO DE ARAYA 4005;MACUL;;352286:6295051;-33.4741211563994:-70.5902815946636
97959;Fullcarga;LA VIVI;DIVINO MAESTRO 7640;CERRILLOS;;339438:6291630;-33.5031108333333:-70.7291185
97962;Fullcarga;PABLO SELAIVA ULLOA;LAS VIOLETAS 6073;CERRILLOS;;340984:6292977;-33.49119795:-70.71224026
97977;Fullcarga;LA ESTRELLA;VIOLETA PARRA  2180;PEÑALOLEN;;358195:6294294;-33.48174652:-70.52682738
98025;Fullcarga;COMERCIAL ENTRETENIMIENTOS SMR SPA;SAN PABLO 8723 LOCAL B;PUDAHUEL;;337062:6298132;-33.4441352933171:-70.7535090080753
98036;Fullcarga;SEÑORA RAQUEL;EL PELICANO  LOC F 10057;LA FLORIDA;;353738:6286779;-33.54890375:-70.5760205
98038;Fullcarga;EL LORITO;GABRIELA ORIENTE 01776;PUENTE ALTO;;355109:6283828;-33.5756948679364:-70.5617277784882
98065;Fullcarga;APTC MASCOTAS;FERNANDEZ ALBANO  A 1895;SAN RAMON;;347997:6288990;-33.5281633757534:-70.6374618297589
98074;Fullcarga;JANNETTE;MANANTIALES 6298;CERRO NAVIA;;340093:6300633;-33.42203824:-70.72046257
98098;Fullcarga;ANCLAMAR;BACTERIOLOGICO 10462;LA FLORIDA;;353196:6286296;-33.552902:-70.581378
98133;Fullcarga;ALMACEN Y BAZAR;ARTURO PRAT 5088;RENCA;;339851:6302567;-33.4045698534441:-70.7227246721318
98135;Fullcarga;JUAN CARLOS SABOGAL GALINDO;SAN FRANCISCO DE BORJA 122 LOCAL 402;ESTACION CENTRAL;;343887:6297251;-33.45308931:-70.68026313
98136;Fullcarga;ALMACEN LOYDITA;LAS ESTRELLAS 2924;INDEPENDENCIA;;344315:6303007;-33.401264:-70.674675
98139;Fullcarga;SUSY;LOS ANGELES 2771;INDEPENDENCIA;;345098:6300323;-33.42556809:-70.66670162
98183;Fullcarga;CAMILITA;BRASIL  2453;CERRILLOS;;339422:6293462;-33.4865921841673:-70.7289655523872
98188;Fullcarga;EMILIANA;PROFESOR FUENTES MATURANA 5384;QUINTA NORMAL;;341292:6300783;-33.42086972781:-70.7075502082764
98227;Fullcarga;ACUARIO;MARTIN DE SOLIS  13949;SAN BERNARDO;;344008:6282374;-33.5872361926005:-70.6815549556996
98230;Fullcarga;GADAKY;ESCRITOR ROBERTO BOLAÑOS 13671;SAN BERNARDO;;344655:6282458;-33.586290:-70.673999
98297;Fullcarga;DON TOMAS;FRANCIA  4069;CERRILLOS;;340218:6294186;-33.4801849006582:-70.7202663984118
98307;Fullcarga;KIKA MONY;CAUQUENES 6514;CERRO NAVIA;;339684:6300144;-33.426389403059:-70.7249503916645
98308;Fullcarga;MARCELA JACQUELINE FEMINIAS GONZALEZ;SALVADOR GUTIERREZ 8170;CERRO NAVIA;;336766:6301127;-33.4170884803922:-70.756139754902
98309;Fullcarga;TOM;COLBUN 1278;CERRO NAVIA;;338977:6299515;-33.43195742:-70.73266869
98370;Fullcarga;LORENA;PASAJE 128 CASA 892;PEÑALOLEN;;355629:6296194;-33.464269066294:-70.55413963501383
98414;Fullcarga;COMERCIAL OASIS DEL ARAYAN LTDA;VECINAL  13966;LO BARNECHEA;;360095:6307913;-33.3592007954112:-70.5042682897717
98507;Fullcarga;DON REMI;CALLE SEIS 1298;RENCA;;340041:6302346;-33.4065933595919:-70.72072256816091
98514;Fullcarga;HUARALINO;AEROPUERTO 820;ESTACION CENTRAL;;341005:6295054;-33.4724780128205:-70.7116437179487
98515;Fullcarga;VALESKA;ARICA 4003;ESTACION CENTRAL;;343042:6296580;-33.4590167111111:-70.6894656444444
98516;Fullcarga;ALMACEN LOS BASTIAS;MANUEL RODRIGUEZ 4410;ESTACION CENTRAL;;342597:6294913;-33.47398543:-70.69454997
98517;Fullcarga;CYBER DON NINO;ANIBAL PINTO 1355;INDEPENDENCIA;;346136:6300190;-33.42691541:-70.65556697
98519;Fullcarga;FARMACIA Y PERFUMERIA BEMJAMIN;GENREAL PRIETO 1028;INDEPENDENCIA;;346331:6299844;-33.4300666666667:-70.65353
98550;Fullcarga;EL RAMBO;ALDUNATE  998;SANTIAGO;;346300:6296661;-33.4587644444444:-70.6544038888889
98567;Fullcarga;LA ESQUINITA;LUIS CRUZ MARTINEZ 4416;ESTACION CENTRAL;;342587:6294734;-33.47559614787551:-70.69468425933493
98569;Fullcarga;GONZALO ESTEBAN CARVACHO BUSTAMANTE;ALAMEDA 3850 LOCAL 33;ESTACION CENTRAL;;343084:6297171;-33.4536999486784:-70.6889144934942
98571;Fullcarga;IGNACITA (C);BRASIL 7891-B;RENCA;;337332:6303212;-33.398377365587955:-70.74968806276127
98573;Fullcarga;LAS DELICIAS;IGNACIO CARRERA PINTO 1375;RENCA;;340772:6302717;-33.4033551465889:-70.7127908469188
98616;Fullcarga;M&S;ELEODORO RODRIGUEZ MATTE  0391;MAIPU;;334078:6287198;-33.5422549225002:-70.7876215644836
98617;Fullcarga;MILLARAY;PEDRO NUÑEZ FERNANDEZ  1615;PUENTE ALTO;;351506:6283467;-33.57845519:-70.60060088
98618;Fullcarga;LOS ANGELES;SANTA ANA  1660;SAN RAMON;;347749:6289352;-33.5248616666667:-70.6400633333333
98623;Fullcarga;SANDRA TORO ESPINOZA (C);NOGALES 505;SAN BERNARDO;;341625:6280700;-33.601697:-70.706953
98689;Fullcarga;EL FORASTERO;DEL CONSISTORIAL 6371;CERRO NAVIA;;339760:6299100;-33.43581389:-70.72432
98693;Fullcarga;L Y M;PUERTO DE ANTOFAGASTA 761;QUILICURA;;337116:6307675;-33.3581014546537:-70.7512020627094
98694;Fullcarga;LA SARITA;TAURO 0566;QUILICURA;;336856:6307854;-33.356451631244454:-70.75396292174163
98695;Fullcarga;DONDE LA CLAUDIA;JESUS OBRERO 600;QUILICURA;;336364:6307094;-33.3632330336662:-70.7593827379474
98696;Fullcarga;MAR Y SOL;ORURO 0474;QUILICURA;;340177:6308082;-33.3548949382188:-70.7182386004102
98701;Fullcarga;ELIZABETH CATHERINE MONREAL RIOS;MANANTIALES 6089;QUINTA NORMAL;;340345:6300602;-33.42236336:-70.71776435
98703;Fullcarga;EL TERCER TIEMPO;DIESEL  6104;QUINTA NORMAL;;340650:6301125;-33.4176848148148:-70.7143862962963
